ilkid,position,year,firstname,lastname,team,Season #,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
ALLENRA02,2,2007,Ray,Allen,BOS,11,N,73,2622,1273,75,193,268,225,65,16,127,147,987,439,237,215,452,180
ALLENRA02,2,2008,Ray,Allen,BOS,12,N,79,2870,1434,66,212,278,218,69,13,134,157,1040,499,249,237,486,199
ANDERKE02,2,2001,Kenny,Anderson,BOS,10,N,76,2432,731,57,218,275,403,141,10,119,210,716,312,132,98,33,9
ANDERKE02,2,2002,Kenny,Anderson,TOT,11,N,61,1135,372,31,101,132,198,58,5,75,106,382,163,57,45,7,1
ANDERKE02,2,2003,Kenny,Anderson,IND,12,N,44,905,262,19,62,81,125,26,5,50,73,256,113,48,35,4,1
ANDERNI01,2,1999,Nick,Anderson,SAC,10,N,72,2094,781,83,256,339,123,94,16,95,118,782,306,76,37,397,132
ANDERNI01,2,2000,Nick,Anderson,SAC,11,N,21,169,38,3,22,25,13,10,4,7,13,57,14,0,0,39,10
ANDERNI01,2,2001,Nick,Anderson,MEM,12,N,15,219,60,1,31,32,14,6,6,14,17,76,21,9,5,48,13
ARCHINA01,2,1980,Nate,Archibald,BOS,10,N,80,2820,1106,36,140,176,618,75,18,265,201,766,382,419,342,9,0
ARCHINA01,2,1981,Nate,Archibald,BOS,11,N,68,2167,858,25,91,116,541,52,3,178,131,652,308,316,236,16,6
ARCHINA01,2,1982,Nate,Archibald,BOS,12,N,66,1811,695,25,66,91,409,38,4,163,110,553,235,296,220,24,5
ARMSTDA01,2,2004,Darrell,Armstrong,TOT,10,N,66,988,264,35,80,115,178,45,8,67,92,277,89,68,58,111,28
ARMSTDA01,2,2005,Darrell,Armstrong,DAL,11,N,62,621,130,18,63,81,86,27,3,58,71,128,43,42,33,48,11
ARMSTDA01,2,2006,Darrell,Armstrong,IND,12,N,81,1275,457,34,101,135,191,70,6,76,102,377,156,93,73,214,72
AUGMOST01,2,2001,Stacey,Augmon,CHA,10,N,77,1317,357,60,166,226,103,56,12,54,115,328,140,101,77,3,0
AUGMOST01,2,2002,Stacey,Augmon,NOH,11,N,70,862,212,26,93,119,69,27,9,40,80,192,79,72,54,7,0
AUGMOST01,2,2003,Stacey,Augmon,NOH,12,N,69,1415,397,52,122,174,85,55,15,76,114,347,143,139,110,7,1
BAKERVI01,0,2003,Vin,Baker,TOT,10,N,54,1313,531,112,168,280,66,29,32,77,160,432,208,157,114,3,1
BAKERVI01,0,2004,Vin,Baker,TOT,11,N,27,204,35,17,22,39,10,2,4,17,38,42,13,17,9,1,0
BAKERVI01,0,2005,Vin,Baker,LAC,12,N,8,84,27,2,17,19,4,4,4,9,13,15,7,18,13,0,0
BARKLCH01,0,1994,Charles,Barkley,PHO,10,N,68,2382,1561,203,553,756,276,110,45,150,201,1141,554,507,379,219,74
BARKLCH01,0,1995,Charles,Barkley,PHO,11,N,71,2632,1649,243,578,821,262,114,56,218,208,1160,580,566,440,175,49
BARKLCH01,0,1996,Charles,Barkley,HOU,12,N,53,2009,1016,212,504,716,248,69,25,151,153,692,335,415,288,205,58
BARRODA01,2,1999,Dana,Barros,BOS,10,N,72,1139,517,13,86,99,133,31,4,66,80,435,196,76,66,144,59
BARRODA01,2,2000,Dana,Barros,DET,11,N,60,1079,478,6,88,94,110,30,2,60,63,412,183,80,68,105,44
BARRODA01,2,2001,Dana,Barros,DET,12,N,29,583,193,1,56,57,78,14,2,33,37,192,74,27,21,71,24
BARRYBR01,2,2005,Brent,Barry,SAS,10,N,74,1255,431,29,130,159,123,39,27,52,99,345,156,59,39,202,80
BARRYBR01,2,2006,Brent,Barry,SAS,11,N,75,1633,635,17,143,160,138,56,12,61,88,425,202,117,103,287,128
BARRYBR01,2,2007,Brent,Barry,SAS,12,N,31,554,221,12,43,55,54,17,3,18,43,160,77,20,19,112,48
BARRYJO01,2,2002,Jon,Barry,DET,10,N,80,1473,555,33,147,180,206,63,14,81,104,424,191,100,86,214,87
BARRYJO01,2,2003,Jon,Barry,DEN,11,N,57,1101,351,25,98,123,147,57,8,53,66,297,120,71,60,138,51
BARRYJO01,2,2004,Jon,Barry,TOT,12,N,69,1505,455,26,133,159,167,60,9,67,95,368,161,71,62,165,71
BARRYRI01,0,1975,Rick,Barry,GSW,10,N,81,3122,1701,74,422,496,496,202,27,0,215,1624,707,311,287,0,0
BARRYRI01,0,1976,Rick,Barry,GSW,11,N,79,2904,1723,73,349,422,475,172,58,0,194,1551,682,392,359,0,0
BARRYRI01,0,1977,Rick,Barry,GSW,12,N,82,3024,1898,75,374,449,446,158,45,224,188,1686,760,409,378,0,0
BENJABE01,1,1995,Benoit,Benjamin,TOT,10,N,83,1896,728,141,398,539,64,45,85,144,224,590,294,194,140,3,0
BENJABE01,1,1996,Benoit,Benjamin,TOR,11,N,4,44,13,3,6,9,1,1,0,2,5,12,5,4,3,0,0
BENJABE01,1,1997,Benoit,Benjamin,PHI,12,N,14,197,63,18,35,53,3,4,4,12,26,41,22,30,19,0,0
BILLUCH01,2,2007,Chauncey,Billups,DET,10,N,78,2526,1326,42,170,212,529,101,17,160,130,878,394,437,401,342,137
BILLUCH01,2,2008,Chauncey,Billups,TOT,11,N,79,2790,1400,32,207,239,506,93,18,177,161,980,410,458,418,397,162
BilluCh01,2,2009,Chauncey,Billups,DEN,12,N,73,2490,1427,25,203,228,409,82,9,177,153,962,402,512,466,407,157
BIRDLA01,0,1989,Larry,Bird,BOS,10,N,75,2944,1820,90,622,712,562,106,61,243,173,1517,718,343,319,195,65
BIRDLA01,0,1990,Larry,Bird,BOS,11,N,60,2277,1164,53,456,509,431,108,58,187,118,1017,462,183,163,198,77
BIRDLA01,0,1991,Larry,Bird,BOS,12,N,45,1662,908,46,388,434,306,42,33,125,82,758,353,162,150,128,52
BLACKRO01,2,1991,Rolando,Blackman,DAL,10,N,75,2527,1374,78,161,239,204,50,22,153,134,1161,535,266,239,169,65
BLACKRO01,2,1992,Rolando,Blackman,NYK,11,N,60,1434,580,23,79,102,157,22,10,65,129,539,239,90,71,73,31
BLACKRO01,2,1993,Rolando,Blackman,NYK,12,N,55,969,400,23,70,93,76,25,6,44,100,369,161,53,48,84,30
BLAYLMO01,2,1999,Mookie,Blaylock,GSW,10,N,73,2459,822,55,215,270,489,146,22,143,122,837,327,95,67,301,101
BLAYLMO01,2,2000,Mookie,Blaylock,GSW,11,N,69,2352,760,71,201,272,462,163,20,128,134,801,317,76,53,225,73
BLAYLMO01,2,2001,Mookie,Blaylock,GSW,12,N,35,599,119,8,44,52,114,24,4,37,20,146,50,8,4,42,15
BOGUEMU01,2,1997,Muggsy,Bogues,TOT,10,N,61,1570,347,30,102,132,331,67,3,105,58,323,141,68,61,16,4
BOGUEMU01,2,1998,Muggsy,Bogues,GSW,11,N,36,714,183,16,57,73,134,43,1,47,44,154,76,36,31,6,0
BOGUEMU01,2,1999,Muggsy,Bogues,TOR,12,N,80,1731,410,25,110,135,299,65,4,59,119,358,157,87,79,51,17
BOONERO01,2,1978,Ron,Boone,LAL,10,N,82,1583,608,53,92,145,154,66,11,147,171,569,259,104,90,0,0
BOONERO01,2,1979,Ron,Boone,TOT,11,N,81,2392,1004,57,170,227,309,97,3,197,232,915,405,196,175,50,19
BOONERO01,2,1980,Ron,Boone,UTA,12,N,52,1146,406,17,67,84,161,33,8,111,126,371,160,94,75,39,11
BOWENBR01,0,2006,Bruce,Bowen,SAS,10,N,82,2462,510,23,200,223,117,62,25,65,175,466,189,73,43,231,89
BOWENBR01,0,2007,Bruce,Bowen,SAS,11,N,81,2455,483,33,201,234,91,54,22,46,177,428,174,69,45,215,90
BOWENBR01,0,2008,Bruce,Bowen,SAS,12,N,80,1513,214,16,129,145,40,36,13,25,123,187,79,26,14,98,42
BROWNCH01,0,1999,Chucky,Brown,TOT,10,N,63,1096,334,35,132,167,66,20,18,45,114,328,148,52,36,10,2
BROWNCH01,0,2000,Chucky,Brown,TOT,11,N,26,339,102,8,46,54,11,9,7,8,37,95,40,34,22,3,0
BROWNCH01,0,2001,Chucky,Brown,SAC,12,N,18,92,21,0,33,33,6,2,4,5,12,27,10,2,1,0,0
BROWNFR01,2,1981,Fred,Brown,SEA,10,N,82,1785,922,42,98,140,238,69,4,96,111,863,393,129,111,77,25
BROWNFR01,2,1982,Fred,Brown,SEA,11,N,80,1432,814,32,65,97,242,59,13,110,98,714,371,72,58,32,14
BROWNFR01,2,1983,Fred,Brown,SEA,12,N,71,1129,602,14,48,62,194,49,2,70,84,506,258,86,77,34,9
BROWNPJ01,0,2003,P.J.,Brown,NOH,10,N,80,2753,836,237,453,690,155,78,73,101,203,712,339,185,158,1,0
BROWNPJ01,0,2004,P.J.,Brown,NOH,11,N,82,2817,886,266,471,737,178,74,50,101,233,758,338,243,210,0,0
BROWNPJ01,0,2005,P.J.,Brown,NOO,12,N,75,2382,677,182,365,547,90,46,50,90,216,583,269,168,139,0,0
BRYANKO01,2,2006,Kobe,Bryant,LAL,10,N,77,3142,2430,75,364,439,413,111,36,255,205,1757,813,768,667,398,137
BRYANKO01,2,2007,Kobe,Bryant,LAL,11,N,82,3193,2323,94,422,516,442,151,40,257,227,1690,775,742,623,415,150
BRYANKO01,2,2008,Kobe,Bryant,LAL,12,N,82,2965,2201,90,339,429,399,120,37,210,189,1712,800,564,483,336,118
BRYANMA01,0,1998,Mark,Bryant,CHI,10,N,45,1204,407,92,140,232,48,34,16,68,149,348,168,110,71,1,0
BRYANMA01,0,1999,Mark,Bryant,CLE,11,N,75,1712,424,126,226,352,61,31,31,87,250,346,174,94,76,0,0
BRYANMA01,0,2000,Mark,Bryant,DAL,12,N,18,101,19,4,17,21,3,1,2,5,29,20,8,5,3,0,0
BUSEDO01,2,1982,Don,Buse,POR,10,N,41,643,194,19,35,54,115,44,2,25,60,182,72,46,41,35,9
BUSEDO01,2,1983,Don,Buse,KCK,11,N,76,1327,381,29,87,116,303,86,1,87,62,352,150,80,63,59,18
BUSEDO01,2,1984,Don,Buse,KCK,12,N,65,939,218,21,40,61,203,38,1,45,75,203,82,30,23,87,31
CAGEMI01,1,1994,Michael,Cage,CLE,10,N,82,2040,407,203,361,564,56,61,67,56,149,340,177,88,53,2,0
CAGEMI01,1,1995,Michael,Cage,CLE,11,N,82,2631,490,288,441,729,53,87,79,54,215,396,220,92,50,1,0
CAGEMI01,1,1996,Michael,Cage,PHI,12,N,82,1247,151,112,208,320,43,48,42,17,118,141,66,41,19,0,0
CAMBYMA01,1,2006,Marcus,Camby,DEN,10,N,70,2372,785,164,652,816,223,87,232,122,183,659,312,221,161,2,0
CAMBYMA01,1,2007,Marcus,Camby,DEN,11,N,79,2761,723,230,807,1037,259,84,286,118,216,636,287,202,143,20,6
CAMBYMA01,1,2008,Marcus,Camby,LAC,12,N,62,1922,641,161,529,690,127,51,132,93,129,496,254,182,132,4,1
CAMPBEL01,1,2000,Elden,Campbell,CHA,10,N,78,2337,1022,157,451,608,104,60,140,144,280,834,367,406,288,6,0
CAMPBEL01,1,2001,Elden,Campbell,CHA,11,N,77,2156,1074,133,397,530,102,60,137,138,264,794,384,384,306,2,0
CAMPBEL01,1,2002,Elden,Campbell,TOT,12,N,56,869,343,47,134,181,51,33,39,61,129,295,117,136,109,1,0
CARRAN01,0,1994,Antoine,Carr,UTA,10,N,78,1677,746,81,184,265,67,24,68,87,253,546,290,201,165,4,1
CARRAN01,0,1995,Antoine,Carr,UTA,11,N,80,1532,580,71,129,200,74,28,65,78,254,510,233,144,114,3,0
CARRAN01,0,1996,Antoine,Carr,UTA,12,N,82,1460,603,60,135,195,74,24,63,75,214,522,252,127,99,3,0
CARTWBI01,1,1989,Bill,Cartwright,CHI,10,N,71,2160,811,137,328,465,145,38,34,123,243,598,292,280,227,0,0
CARTWBI01,1,1990,Bill,Cartwright,CHI,11,N,79,2273,760,167,319,486,126,32,15,113,167,649,318,178,124,0,0
CARTWBI01,1,1991,Bill,Cartwright,CHI,12,N,64,1471,512,93,231,324,87,22,14,75,131,445,208,159,96,0,0
CASSESA01,2,2003,Sam,Cassell,MIN,10,N,81,2838,1603,44,227,271,592,102,18,220,247,1270,620,331,289,186,74
CASSESA01,2,2004,Sam,Cassell,MIN,11,N,59,1522,799,25,132,157,301,36,14,109,160,687,319,155,134,103,27
CASSESA01,2,2005,Sam,Cassell,LAC,12,N,78,2656,1345,40,247,287,491,74,11,175,225,1112,493,335,289,190,70
CHAMBTO01,0,1991,Tom,Chambers,PHO,10,N,69,1948,1128,86,315,401,142,57,37,103,196,989,426,311,258,49,18
CHAMBTO01,0,1992,Tom,Chambers,PHO,11,N,73,1723,892,96,249,345,101,43,23,92,212,716,320,288,241,28,11
CHAMBTO01,0,1993,Tom,Chambers,UTA,12,N,80,1838,893,87,239,326,79,40,32,89,232,748,329,281,221,45,14
CHEANCA01,2,2003,Calbert,Cheaney,GSW,10,N,79,2066,603,77,183,260,136,60,12,85,184,578,278,77,47,10,0
CHEANCA01,2,2004,Calbert,Cheaney,GSW,11,N,55,950,250,32,92,124,64,17,15,35,95,265,113,37,24,3,0
CHEANCA01,2,2005,Calbert,Cheaney,GSW,12,N,42,450,92,20,41,61,19,13,2,17,38,108,42,8,8,8,0
CHEEKMA01,2,1988,Maurice,Cheeks,PHI,10,N,71,2298,824,39,144,183,554,105,17,116,114,696,336,195,151,13,1
CHEEKMA01,2,1989,Maurice,Cheeks,TOT,11,N,81,2519,789,50,190,240,453,124,10,121,78,609,307,202,171,16,4
CHEEKMA01,2,1990,Maurice,Cheeks,NYK,12,N,76,2147,592,22,151,173,435,128,10,108,138,483,241,129,105,20,5
CHRISDO01,2,2002,Doug,Christie,SAC,10,N,80,2710,748,61,281,342,376,180,37,144,186,557,267,174,141,185,73
CHRISDO01,2,2003,Doug,Christie,SAC,11,N,82,2779,831,69,260,329,347,151,41,155,186,688,317,172,148,142,49
CHRISDO01,2,2004,Doug,Christie,TOT,12,N,52,1524,345,38,139,177,199,80,18,104,106,332,130,78,70,62,15
COLEMDE01,0,2000,Derrick,Coleman,CHA,10,N,34,683,277,46,138,184,39,10,21,42,53,255,97,92,63,51,20
COLEMDE01,0,2001,Derrick,Coleman,PHI,11,N,58,2082,875,167,342,509,98,42,51,119,158,735,331,227,185,83,28
COLEMDE01,0,2002,Derrick,Coleman,PHI,12,N,64,1742,602,151,299,450,87,53,69,96,171,498,223,171,134,67,22
COLESBI01,2,2000,Bimbo,Coles,CLE,10,N,47,804,232,9,39,48,138,27,6,59,87,239,91,56,48,16,2
COLESBI01,2,2001,Bimbo,Coles,CLE,11,N,47,691,149,12,43,55,107,13,4,31,59,146,56,37,33,20,4
COLESBI01,2,2002,Bimbo,Coles,TOT,12,N,35,691,154,11,48,59,72,17,4,28,60,168,56,42,35,32,7
CONNELE01,2,1992,Lester,Conner,LAC,10,N,31,422,74,16,33,49,65,34,4,21,39,62,28,19,18,0,0
CONNELE01,2,1993,Lester,Conner,IND,11,N,11,169,31,10,14,24,31,14,1,9,12,38,14,6,3,3,0
CONNELE01,2,1994,Lester,Conner,LAL,12,N,2,5,2,0,0,0,0,1,0,0,3,0,0,2,2,0,0
COOPEWA01,1,1988,Wayne,Cooper,DEN,10,N,79,1864,520,212,407,619,78,36,211,73,302,444,220,106,79,4,1
COOPEWA01,1,1989,Wayne,Cooper,POR,11,N,79,1176,301,118,221,339,44,18,95,39,211,304,138,39,25,3,0
COOPEWA01,1,1990,Wayne,Cooper,POR,12,N,67,746,147,54,134,188,22,7,61,22,120,145,57,42,33,1,0
CORBITY01,0,1995,Tyrone,Corbin,TOT,10,N,71,1284,413,81,163,244,84,63,20,67,147,351,155,120,100,18,3
CORBITY01,0,1996,Tyrone,Corbin,ATL,11,N,70,2305,666,76,218,294,124,90,7,85,176,600,253,108,86,208,74
CORBITY01,0,1997,Tyrone,Corbin,ATL,12,N,79,2699,806,78,284,362,173,105,7,86,197,747,328,126,101,141,49
CORZIDA01,1,1988,Dave,Corzine,CHI,10,N,81,1483,479,92,223,315,103,29,45,93,134,440,203,96,71,8,2
CORZIDA01,1,1989,Dave,Corzine,ORL,11,N,6,79,22,7,11,18,2,2,0,8,7,29,11,2,0,0,0
CORZIDA01,1,1990,Dave,Corzine,SEA,12,N,28,147,47,10,23,33,4,5,5,2,18,38,17,22,13,0,0
CUMMITE01,0,1992,Terry,Cummings,SAS,10,N,8,76,27,6,13,19,4,1,1,2,17,29,11,10,5,0,0
CUMMITE01,0,1993,Terry,Cummings,SAS,11,N,59,1133,429,132,165,297,50,31,13,59,137,428,183,107,63,2,0
CUMMITE01,0,1994,Terry,Cummings,SAS,12,N,76,1273,520,138,240,378,59,36,19,95,188,464,224,123,72,0,0
CURRYDE01,2,1996,Dell,Curry,CHA,10,N,68,2078,1008,40,171,211,118,60,14,93,147,836,384,142,114,296,126
CURRYDE01,2,1997,Dell,Curry,CHA,11,N,52,971,490,26,75,101,69,31,4,54,85,434,194,52,41,145,61
CURRYDE01,2,1998,Dell,Curry,MIL,12,N,42,864,423,18,67,85,48,36,3,45,42,336,163,34,28,145,69
DAMPIER01,1,2006,Erick,Dampier,DAL,10,N,76,1914,537,217,349,566,44,24,82,107,239,334,209,191,119,0,0
DAMPIER01,1,2007,Erick,Dampier,DAL,11,N,72,1756,440,207,332,539,63,24,106,80,226,277,178,146,84,0,0
DAMPIER01,1,2008,Erick,Dampier,DAL,12,N,80,1837,454,216,349,565,77,24,95,74,191,280,182,141,90,0,0
DANDRBO01,0,1979,Bob,Dandridge,WA1,10,N,45,1457,783,63,183,246,178,29,36,123,112,729,329,152,123,11,2
DANDRBO01,0,1980,Bob,Dandridge,WA1,11,N,23,545,230,19,64,83,60,16,9,33,54,237,101,39,28,1,0
DANDRBO01,0,1981,Bob,Dandridge,MIL,12,N,11,174,52,4,13,17,13,5,2,11,25,55,21,17,10,0,0
DANTLAD01,0,1986,Adrian,Dantley,DET,10,N,81,2736,1742,104,228,332,162,63,7,181,193,1126,601,664,539,6,1
DANTLAD01,0,1987,Adrian,Dantley,DET,11,N,69,2144,1380,84,143,227,171,39,10,135,144,863,444,572,492,2,0
DANTLAD01,0,1988,Adrian,Dantley,TOT,12,N,73,2422,1400,117,200,317,171,43,13,163,186,954,470,568,460,1,0
DAVISAN01,0,2003,Antonio,Davis,TOT,10,N,80,2571,708,207,464,671,137,37,65,114,206,660,266,230,176,0,0
DAVISAN01,0,2004,Antonio,Davis,CHI,11,N,72,1844,501,152,276,428,80,27,41,96,147,419,193,152,115,0,0
DAVISAN01,0,2005,Antonio,Davis,TOT,12,N,44,944,216,90,118,208,21,23,10,51,125,190,82,81,52,1,0
DAVISBR01,2,1987,Brad,Davis,DAL,10,N,75,1480,537,18,84,102,303,51,18,91,149,415,208,108,91,74,30
DAVISBR01,2,1988,Brad,Davis,DAL,11,N,78,1395,497,14,94,108,242,48,18,92,151,379,183,123,99,102,32
DAVISBR01,2,1989,Brad,Davis,DAL,12,N,73,1292,470,12,81,93,242,47,9,86,151,365,179,100,77,104,35
DAVISDA01,0,2001,Dale,Davis,POR,10,N,78,2449,742,262,426,688,96,62,83,62,193,580,296,212,150,0,0
DAVISDA01,0,2002,Dale,Davis,POR,11,N,78,2282,579,233,331,564,94,51,70,71,189,438,237,166,105,0,0
DAVISDA01,0,2003,Dale,Davis,POR,12,N,76,1682,331,158,240,398,72,43,62,40,154,281,133,106,65,0,0
DAVISWA03,2,1987,Walter,Davis,PHO,10,N,68,1951,1217,32,127,159,278,86,3,126,131,1031,488,231,205,96,36
DAVISWA03,2,1988,Walter,Davis,DEN,11,N,81,1857,1267,41,110,151,190,72,5,132,187,1076,536,199,175,69,20
DAVISWA03,2,1989,Walter,Davis,DEN,12,N,69,1635,1207,46,133,179,155,59,9,102,160,1033,497,227,207,46,6
DAWKIDA01,1,1985,Darryl,Dawkins,NJN,10,N,51,1207,778,85,166,251,77,16,59,124,227,441,284,297,210,1,0
DAWKIDA01,1,1986,Darryl,Dawkins,NJN,11,N,6,106,57,9,10,19,2,2,3,15,25,32,20,24,17,0,0
DAWKIDA01,1,1987,Darryl,Dawkins,TOT,12,N,6,33,10,2,3,5,2,0,2,7,14,9,2,15,6,0,0
DELNEVI01,2,1998,Vinny,Delnegro,MIL,10,N,48,1093,281,14,88,102,174,33,3,55,62,270,114,50,40,30,13
DELNEVI01,2,1999,Vinny,Delnegro,MIL,11,N,67,1211,349,9,98,107,160,36,0,48,81,325,153,39,35,24,8
DELNEVI01,2,2000,Delnegro,Vinny,TOT,12,N,65,922,254,12,70,82,126,26,3,34,78,234,106,44,41,13,1
DIETRCO01,1,1980,Coby,Dietrick,CHI,10,N,82,1243,371,79,186,265,118,48,53,88,176,320,146,111,77,6,2
DIETRCO01,1,1981,Coby,Dietrick,CHI,11,N,74,999,222,63,125,188,87,49,30,44,131,200,92,54,38,1,0
DIETRCO01,1,1982,Coby,Dietrick,SAS,12,N,8,34,2,2,6,8,6,1,0,1,6,5,1,2,0,0,0
DIVACVL01,1,1999,Vlade,Divac,SAC,10,N,82,2374,1005,174,482,656,244,103,103,190,251,764,384,333,230,26,7
DIVACVL01,1,2000,Vlade,Divac,SAC,11,N,81,2420,974,207,466,673,231,87,93,192,242,755,364,350,242,14,4
DIVACVL01,1,2001,Vlade,Divac,SAC,12,N,80,2416,888,205,466,671,297,79,94,158,229,716,338,340,209,13,3
DONALJA01,1,1990,James,Donaldson,DAL,10,N,82,2800,819,201,526,727,69,34,93,146,181,615,327,229,165,0,0
DONALJA01,1,1991,James,Donaldson,TOT,11,N,58,1075,285,99,190,289,33,8,49,48,103,245,112,86,61,0,0
DONALJA01,1,1992,James,Donaldson,UTA,12,N,6,94,21,6,23,29,1,1,7,4,13,14,8,9,5,0,0
DREXLCL01,2,1993,Clyde,Drexler,POR,10,N,68,2334,1303,154,291,445,333,98,34,167,202,1105,473,368,286,219,71
DREXLCL01,2,1994,Clyde,Drexler,TOT,11,N,76,2728,1653,152,328,480,362,136,45,186,206,1238,571,442,364,408,147
DREXLCL01,2,1995,Clyde,Drexler,HOU,12,N,52,1997,1005,97,276,373,302,105,24,134,153,764,331,338,265,235,78
DUDLECH02,1,1997,Chris,Dudley,NYK,10,N,51,858,157,108,167,275,21,13,51,44,139,143,58,92,41,0,0
DUDLECH02,1,1998,Chris,Dudley,NYK,11,N,46,685,115,79,114,193,7,13,38,24,116,109,48,40,19,0,0
DUDLECH02,1,1999,Chris,Dudley,NYK,12,N,47,459,55,63,73,136,5,7,21,18,95,67,23,27,9,0,0
DUMARJO01,2,1995,Joe,Dumars,DET,10,N,67,2193,793,28,110,138,265,43,3,97,106,598,255,197,162,298,121
DUMARJO01,2,1996,Joe,Dumars,DET,11,N,79,2923,1158,38,153,191,318,57,1,128,97,875,385,256,222,384,166
DUMARJO01,2,1997,Joe,Dumars,DET,12,N,72,2326,943,14,90,104,253,44,2,84,99,791,329,154,127,426,158
DUNCATI01,0,2007,Tim,Duncan,SAS,10,N,78,2653,1508,237,644,881,218,56,151,178,185,1178,585,463,338,4,0
DUNCATI01,0,2008,Tim,Duncan,SAS,11,N,75,2525,1450,201,599,800,264,38,126,165,173,1107,558,483,334,2,0
DuncaTi01,0,2009,Tim,Duncan,SAS,12,N,78,2438,1395,221,567,788,246,45,117,140,152,1082,561,374,271,11,2
DUNNTR01,2,1987,T.r.,Dunn,DEN,10,N,82,1534,180,110,130,240,87,101,11,26,152,156,70,52,40,1,0
DUNNTR01,2,1988,T.r.,Dunn,PHO,11,N,34,321,33,30,30,60,25,12,1,6,35,35,12,12,9,0,0
DUNNTR01,2,1989,T.r.,Dunn,DEN,12,N,65,657,114,56,82,138,43,41,4,19,67,97,44,39,26,2,0
EDWARJA01,1,1987,James,Edwards,TOT,10,N,69,1705,814,119,293,412,78,16,37,130,216,643,302,321,210,1,0
EDWARJA01,1,1988,James,Edwards,DET,11,N,76,1254,555,68,163,231,49,11,31,72,226,422,211,194,133,2,0
EDWARJA01,1,1989,James,Edwards,DET,12,N,82,2283,1189,112,233,345,63,23,37,133,295,928,462,354,265,3,0
EHLOCR01,2,1993,Craig,Ehlo,ATL,10,N,82,2147,821,71,208,279,273,136,26,130,161,708,316,154,112,221,77
EHLOCR01,2,1994,Craig,Ehlo,ATL,11,N,49,1166,477,55,92,147,113,46,6,73,86,422,191,71,44,134,51
EHLOCR01,2,1995,Craig,Ehlo,ATL,12,N,79,1758,669,65,191,256,138,85,9,104,138,591,253,103,81,221,82
ELLISDA01,2,1993,Dale,Ellis,SAS,10,N,77,2590,1170,70,185,255,80,66,11,75,141,967,478,107,83,332,131
ELLISDA01,2,1994,Dale,Ellis,DEN,11,N,81,1996,918,56,166,222,57,37,9,81,142,774,351,127,110,264,106
ELLISDA01,2,1995,Dale,Ellis,DEN,12,N,81,2626,1204,88,227,315,139,57,7,98,191,959,459,179,136,364,150
ENGLIAL01,0,1986,Alex,English,DEN,10,N,82,3085,2345,146,198,344,422,73,21,214,216,1920,965,487,411,15,4
ENGLIAL01,0,1987,Alex,English,DEN,11,N,80,2818,2000,166,207,373,377,70,23,181,193,1704,843,379,314,6,0
ENGLIAL01,0,1988,Alex,English,DEN,12,N,82,2990,2175,148,178,326,383,66,12,198,174,1881,924,379,325,8,2
ERVINJU01,0,1981,Julius,Erving,PHI,10,N,81,2789,1974,220,337,557,319,161,141,214,229,1428,780,539,411,11,3
ERVINJU01,0,1982,Julius,Erving,PHI,11,N,72,2421,1542,173,318,491,263,112,131,196,202,1170,605,435,330,7,2
ERVINJU01,0,1983,Julius,Erving,PHI,12,N,77,2683,1727,190,342,532,309,141,139,230,217,1324,678,483,364,21,7
EWINGPA01,1,1995,Patrick,Ewing,NYK,10,N,76,2783,1711,157,649,806,160,68,184,221,247,1456,678,461,351,28,4
