ilkid,position,year,firstname,lastname,team,Season #,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
ACRESMA01,1,1989,Mark,Acres,ORL,2,N,80,1691,362,154,277,431,67,36,25,70,248,285,138,120,83,4,3
ACRESMA01,1,1990,Mark,Acres,ORL,3,N,68,1313,285,140,219,359,25,25,25,42,218,214,109,101,66,3,1
ACRESMA01,1,1991,Mark,Acres,ORL,4,N,68,926,208,97,155,252,22,25,15,33,140,151,78,67,51,3,1
ADAMSAL01,1,1977,Alvan,Adams,PHO,2,N,70,1914,1082,158,407,565,225,86,63,234,242,895,434,293,214,0,0
ADAMSAL01,1,1978,Alvan,Adams,PHO,3,N,77,2364,1369,220,485,705,360,110,63,279,246,1073,569,289,231,0,0
ADAMSAL01,1,1979,Alvan,Adams,PHO,4,N,75,2168,1118,158,451,609,322,108,55,218,237,875,465,236,188,2,0
ADAMSMI01,2,1987,Michael,Adams,DEN,2,N,82,2778,1137,40,183,223,503,168,16,144,138,927,416,199,166,379,139
ADAMSMI01,2,1988,Michael,Adams,DEN,3,N,77,2787,1424,71,212,283,490,166,11,180,149,1082,468,393,322,466,166
ADAMSMI01,2,1989,Michael,Adams,DEN,4,N,79,2690,1221,49,176,225,495,121,3,141,133,989,398,314,267,432,158
AGUIRMA01,0,1983,Mark,Aguirre,DAL,2,N,79,2900,2330,161,308,469,358,80,22,285,246,1765,925,621,465,56,15
AGUIRMA01,0,1984,Mark,Aguirre,DAL,3,N,80,2699,2055,188,289,477,249,60,24,253,250,1569,794,580,440,85,27
AGUIRMA01,0,1985,Mark,Aguirre,DAL,4,N,74,2501,1670,177,268,445,339,62,14,252,229,1327,668,451,318,56,16
AINGEDA01,2,1983,Danny,Ainge,BOS,2,N,71,1154,384,29,87,116,162,41,4,70,143,361,166,56,46,22,6
AINGEDA01,2,1984,Danny,Ainge,BOS,3,N,75,2564,971,76,192,268,399,122,6,149,228,792,419,136,118,56,15
AINGEDA01,2,1985,Danny,Ainge,BOS,4,N,80,2407,855,47,188,235,405,94,7,129,204,701,353,136,123,73,26
ALARIMA01,0,1988,Mark,Alarie,WA1,2,N,74,1141,498,103,152,255,63,25,22,62,160,431,206,87,73,38,13
ALARIMA01,0,1989,Mark,Alarie,WA1,3,N,82,1893,860,151,223,374,142,60,39,101,219,785,371,133,108,49,10
ALARIMA01,0,1990,Mark,Alarie,WA1,4,N,42,587,244,41,76,117,45,15,8,40,88,225,99,48,41,21,5
ALEXACO01,2,1997,Cory,Alexander,TOT,2,N,60,1298,488,17,129,146,209,70,11,112,98,400,171,102,80,176,66
ALEXACO01,2,1998,Cory,Alexander,DEN,3,N,36,778,261,7,67,74,119,35,5,69,77,260,97,44,37,105,30
ALEXACO01,2,1999,Cory,Alexander,DEN,4,N,29,329,82,8,34,42,58,24,2,28,39,98,28,22,17,35,9
ALLENMA01,0,2003,Malik,Allen,MIA,2,N,45,616,191,42,77,119,16,12,28,27,81,198,83,33,25,0,0
ALLENMA01,0,2004,Malik,Allen,TOT,3,N,36,519,194,40,59,99,18,9,22,18,53,177,84,28,26,0,0
ALLENMA01,0,2005,Malik,Allen,CHI,4,N,53,699,266,44,96,140,20,14,16,34,92,247,121,38,23,1,1
ALLENRA02,2,1998,Ray,Allen,MIL,2,N,50,1719,856,57,155,212,178,53,7,122,117,673,303,195,176,208,74
ALLENRA02,2,1999,Ray,Allen,MIL,3,N,82,3070,1809,83,276,359,308,110,19,183,187,1411,642,398,353,407,172
ALLENRA02,2,2000,Ray,Allen,MIL,4,N,82,3129,1806,101,327,428,374,124,20,204,192,1309,628,392,348,467,202
ALLENTO01,2,2006,Tony,Allen,BOS,2,N,33,807,379,35,89,124,56,49,12,75,86,259,133,134,105,33,8
ALLENTO01,2,2007,Tony,Allen,BOS,3,N,75,1378,494,34,134,168,114,62,21,109,168,388,169,181,138,57,18
ALLENTO01,2,2008,Tony,Allen,BOS,4,N,46,886,359,22,82,104,66,54,23,77,98,284,137,109,79,27,6
ALSTORA01,2,2001,Rafer,Alston,MIL,2,N,50,600,177,10,62,72,143,32,2,40,42,191,66,29,18,71,27
ALSTORA01,2,2002,Rafer,Alston,TOR,3,N,47,980,366,21,86,107,192,38,15,86,120,335,139,54,37,130,51
ALSTORA01,2,2003,Rafer,Alston,MIA,4,N,82,2581,838,26,200,226,372,114,18,128,212,764,287,134,103,434,161
ANDERCA01,0,1989,Cadillac,Anderson,MIL,2,N,60,1291,529,112,261,373,24,32,54,80,176,432,219,170,91,0,0
ANDERCA01,0,1990,Cadillac,Anderson,TOT,3,N,68,924,292,97,221,318,16,35,45,84,140,270,116,115,60,1,0
ANDERCA01,0,1991,Cadillac,Anderson,DEN,4,N,82,2793,945,337,604,941,78,88,65,201,263,854,389,268,167,4,0
ANDERCH01,0,2003,Chris,Andersen,DEN,2,N,71,1029,243,89,209,298,35,34,114,48,119,203,90,107,63,1,0
ANDERCH01,0,2004,Chris,Andersen,NOH,3,N,67,1430,513,137,273,410,71,14,100,64,144,358,191,190,131,3,0
ANDERCH01,0,2005,Chris,Andersen,NOO,4,N,32,568,161,61,94,155,6,8,41,26,84,98,56,103,49,0,0
ANDERDE01,2,1999,Derek,Anderson,LAC,2,N,64,2201,1080,80,178,258,220,90,11,167,149,860,377,309,271,178,55
ANDERDE01,2,2000,Derek,Anderson,SAS,3,N,82,2859,1269,75,288,363,301,120,14,165,188,993,413,402,342,253,101
ANDERDE01,2,2001,Derek,Anderson,POR,4,N,70,1862,757,47,142,189,216,68,8,87,113,612,247,208,178,228,85
ANDERKE02,2,1993,Kenny,Anderson,NJN,2,N,82,3135,1538,89,233,322,784,158,15,266,201,1381,576,423,346,132,40
ANDERKE02,2,1994,Kenny,Anderson,NJN,3,N,72,2689,1267,73,177,250,680,103,14,225,184,1031,411,414,348,294,97
ANDERKE02,2,1995,Kenny,Anderson,TOT,4,N,69,2344,1050,63,140,203,575,111,14,146,178,834,349,338,260,256,92
ANDERNI01,2,1991,Nick,Anderson,ORL,2,N,60,2203,1196,98,286,384,163,97,33,126,132,1042,482,303,202,85,30
ANDERNI01,2,1992,Nick,Anderson,ORL,3,N,79,2920,1574,122,355,477,265,128,56,164,200,1324,594,402,298,249,88
ANDERNI01,2,1993,Nick,Anderson,ORL,4,N,81,2811,1277,113,363,476,294,134,33,165,148,1054,504,250,168,314,101
ANDERRO01,0,1986,Ron,Anderson,IND,2,N,63,721,363,73,78,151,54,31,3,55,65,294,139,108,85,5,0
ANDERRO01,0,1987,Ron,Anderson,IND,3,N,74,1097,542,89,127,216,78,41,6,73,98,436,217,141,108,2,0
ANDERRO01,0,1988,Ron,Anderson,PHI,4,N,82,2618,1330,167,239,406,139,71,23,126,166,1152,566,229,196,11,2
ANDERSH01,2,1998,Shandon,Anderson,UTA,2,N,50,1072,427,49,83,132,56,39,10,66,89,363,162,125,89,41,14
ANDERSH01,2,1999,Shandon,Anderson,HOU,3,N,82,2700,1009,91,293,384,239,96,32,194,182,778,368,253,194,225,79
ANDERSH01,2,2000,Shandon,Anderson,HOU,4,N,82,2396,710,72,261,333,189,82,40,131,202,590,263,188,138,170,46
ANDERWI01,2,1990,Willie,Anderson,SAS,2,N,75,2592,1083,68,283,351,358,79,46,167,226,991,453,213,170,35,7
ANDERWI01,2,1991,Willie,Anderson,SAS,3,N,57,1889,744,62,238,300,302,54,51,140,151,685,312,138,107,56,13
ANDERWI01,2,1992,Willie,Anderson,SAS,4,N,38,560,183,7,50,57,79,14,6,44,52,186,80,28,22,8,1
ANTHOCA01,0,2005,Carmelo,Anthony,DEN,2,N,80,2939,2122,122,272,394,216,88,42,218,230,1572,756,709,573,152,37
ANTHOCA01,0,2006,Carmelo,Anthony,DEN,3,N,65,2481,1881,143,249,392,249,77,22,234,203,1453,691,568,459,149,40
ANTHOCA01,0,2007,Carmelo,Anthony,DEN,4,N,77,2804,1978,178,393,571,259,98,39,252,253,1481,728,590,464,164,58
ANTHOGR01,2,1993,Greg,Anthony,NYK,2,N,80,1994,628,43,146,189,365,114,13,127,163,571,225,168,130,160,48
ANTHOGR01,2,1994,Greg,Anthony,NYK,3,N,61,943,372,7,57,64,160,50,7,57,99,293,128,76,60,155,56
ANTHOGR01,2,1995,Greg,Anthony,VAN,4,N,69,2096,967,29,145,174,476,116,11,160,137,781,324,297,229,271,90
ARENAGI01,2,2003,Gilbert,Arenas,WAS,2,N,55,2067,1078,55,199,254,275,103,12,226,176,914,358,317,237,333,125
ARENAGI01,2,2004,Gilbert,Arenas,WAS,3,N,80,3274,2038,83,295,378,411,139,23,242,245,1523,656,640,521,562,205
ARENAGI01,2,2005,Gilbert,Arenas,WAS,4,N,80,3381,2346,59,221,280,484,161,25,297,286,1668,746,799,655,540,199
ARIZATR01,0,2006,Trevor,Ariza,ORL,2,N,57,1279,506,98,151,249,65,59,19,84,134,371,200,171,106,7,0
ARIZATR01,0,2007,Trevor,Ariza,TOT,3,N,35,549,192,30,78,108,44,31,11,23,45,136,69,75,49,18,5
ARIZATR01,0,2008,Trevor,Ariza,LAL,4,N,82,2001,729,111,241,352,145,137,24,87,166,596,274,169,120,191,61
ARMSTBJ01,2,1991,B.j.,Armstrong,CHI,2,N,82,1875,809,19,126,145,266,46,5,94,88,697,335,129,104,87,35
ARMSTBJ01,2,1992,B.j.,Armstrong,CHI,3,N,82,2492,1009,27,122,149,330,66,6,83,169,818,408,151,130,139,63
ARMSTBJ01,2,1993,B.j.,Armstrong,CHI,4,N,82,2770,1212,28,142,170,323,80,9,131,147,1007,479,227,194,135,60
ARMSTDA01,2,1996,Darrell,Armstrong,ORL,2,N,67,1010,411,35,41,76,175,61,9,99,114,345,132,106,92,181,55
ARMSTDA01,2,1997,Darrell,Armstrong,ORL,3,N,48,1236,442,65,94,159,236,58,5,112,96,380,156,123,105,68,25
ARMSTDA01,2,1998,Darrell,Armstrong,ORL,4,N,50,1502,690,53,127,180,335,108,4,158,90,522,230,178,161,189,69
ARROYCA01,2,2003,Carlos,Arroyo,UTA,2,N,71,2008,897,41,144,185,355,63,5,156,165,768,339,225,181,117,38
ARROYCA01,2,2004,Carlos,Arroyo,TOT,3,N,70,1448,461,26,78,104,280,44,4,107,143,429,167,149,119,30,8
ARROYCA01,2,2005,Carlos,Arroyo,TOT,4,N,77,1195,449,33,97,130,232,38,4,83,119,378,168,137,106,20,7
ARTESRO01,0,2001,Ron,Artest,IND,2,N,55,1645,727,72,195,267,127,141,39,118,217,636,269,204,136,170,53
ARTESRO01,0,2002,Ron,Artest,IND,3,N,69,2317,1068,101,261,362,198,159,50,145,242,846,362,371,273,211,71
ARTESRO01,0,2003,Ron,Artest,IND,4,N,73,2714,1333,100,285,385,272,152,50,202,194,1112,468,439,322,242,75
ASKINKE01,0,1992,Keith,Askins,MIA,2,N,69,935,227,74,124,198,31,31,29,37,141,213,88,40,29,65,22
ASKINKE01,0,1993,Keith,Askins,MIA,3,N,37,319,85,33,49,82,13,11,1,21,57,88,36,10,9,21,4
ASKINKE01,0,1994,Keith,Askins,MIA,4,N,50,854,229,86,112,198,39,35,17,25,109,207,81,57,46,78,21
ATKINCH01,2,2001,Chucky,Atkins,DET,2,N,79,2283,957,31,127,158,263,72,11,128,177,790,368,120,83,336,138
ATKINCH01,2,2002,Chucky,Atkins,DET,3,N,65,1398,462,21,75,96,175,27,4,77,108,465,168,49,40,242,86
ATKINCH01,2,2003,Chucky,Atkins,TOT,4,N,64,1546,538,9,84,93,223,45,2,92,102,484,192,97,73,241,81
AUGMOST01,2,1993,Stacey,Augmon,ATL,2,N,82,2605,1212,178,216,394,187,149,45,147,179,861,439,436,333,7,1
AUGMOST01,2,1994,Stacey,Augmon,ATL,3,N,76,2362,1053,157,211,368,197,100,47,152,163,876,397,346,252,26,7
AUGMOST01,2,1995,Stacey,Augmon,ATL,4,N,77,2294,976,137,167,304,137,106,31,138,188,738,362,317,251,4,1
AVERIWI01,2,1975,Bird,Averitt,KEN,2,A,78,2272,1398,0,213,213,297,106,22,221,208,1274,546,346,266,128,40
AVERIWI01,2,1976,William,Averitt,BUF,3,N,75,1136,589,20,58,78,134,30,5,0,127,619,234,169,121,0,0
AVERIWI01,2,1977,William,Averitt,TOT,4,N,55,1085,496,17,66,83,196,39,9,143,123,484,198,141,100,0,0
BAGLEJO01,2,1984,John,Bagley,CLE,2,N,81,2401,804,54,237,291,697,129,5,207,132,693,338,167,125,26,3
BAGLEJO01,2,1985,John,Bagley,CLE,3,N,78,2472,911,76,199,275,735,122,10,239,165,865,366,215,170,37,9
BAGLEJO01,2,1986,John,Bagley,CLE,4,N,72,2182,768,55,197,252,379,91,7,163,114,732,312,136,113,103,31
BAILEJA01,0,1981,James,Bailey,TOT,2,N,77,1468,659,127,264,391,65,42,83,139,270,505,261,224,137,0,0
BAILEJA01,0,1982,James,Bailey,TOT,3,N,75,1765,996,171,303,474,67,43,60,196,271,774,385,322,226,1,0
BAILEJA01,0,1983,James,Bailey,HOU,4,N,73,1174,646,104,190,294,79,33,40,101,197,517,254,192,138,1,0
BAILETH01,0,1985,Thurl,Bailey,UTA,2,N,82,2358,1196,148,345,493,153,42,114,144,160,1077,483,277,230,7,0
BAILETH01,0,1986,Thurl,Bailey,UTA,3,N,81,2155,1116,145,287,432,102,38,88,123,150,1036,463,236,190,2,0
BAILETH01,0,1987,Thurl,Bailey,UTA,4,N,82,2804,1604,134,397,531,158,49,125,190,186,1286,633,408,337,3,1
BAKERVI01,0,1995,Vin,Baker,MIL,2,N,82,3319,1729,263,545,808,212,68,89,216,272,1429,699,479,321,48,10
BAKERVI01,0,1996,Vin,Baker,MIL,3,N,78,3159,1637,267,537,804,211,81,112,245,275,1251,632,521,358,54,15
BAKERVI01,0,1997,Vin,Baker,SEA,4,N,82,2944,1574,286,370,656,151,91,87,174,279,1164,631,526,311,7,1
BALLAGR01,0,1979,Greg,Ballard,WA1,2,N,82,2438,1277,240,398,638,159,90,36,133,197,1101,545,227,171,47,16
BALLAGR01,0,1980,Greg,Ballard,WA1,3,N,82,2610,1271,167,413,580,195,118,39,117,194,1186,549,196,166,32,7
BALLAGR01,0,1981,Greg,Ballard,WA1,4,N,79,2946,1486,136,497,633,250,137,22,119,204,1307,621,283,235,22,9
BANKSGE01,0,1983,Gene,Banks,SAS,2,N,80,2600,1049,204,378,582,254,105,23,166,256,747,424,270,200,6,1
BANKSGE01,0,1984,Gene,Banks,SAS,3,N,82,2091,778,133,312,445,234,65,13,140,220,493,289,257,199,3,1
BANKSGE01,0,1985,Gene,Banks,CHI,4,N,82,2139,895,178,182,360,251,81,10,139,212,688,356,255,183,19,0
BANKSMA01,2,2005,Marcus,Banks,TOT,2,N,58,1495,578,23,112,135,220,54,11,119,162,468,219,147,118,63,22
BANKSMA01,2,2006,Marcus,Banks,PHO,3,N,45,501,221,10,28,38,60,23,3,40,70,196,84,60,48,29,5
BANKSMA01,2,2007,Marcus,Banks,TOT,4,N,37,577,239,5,43,48,62,14,13,37,68,194,86,35,27,105,40
BANTOMI01,0,1975,Mike,Bantom,TOT,2,N,73,1571,576,140,251,391,105,28,28,0,221,476,220,199,136,0,0
BANTOMI01,0,1976,Mike,Bantom,TOT,3,N,77,1909,946,184,287,471,102,63,49,0,233,755,361,310,224,0,0
BANTOMI01,0,1977,Mike,Bantom,IND,4,N,82,2775,1258,184,426,610,238,100,50,218,333,1047,502,342,254,0,0
BARBOLE01,2,2005,Leandrinho,Barbosa,PHO,2,N,57,1591,744,31,119,150,158,48,6,89,145,567,273,147,111,196,87
BARBOLE01,2,2006,Leandrinho,Barbosa,PHO,3,N,80,2617,1444,22,192,214,317,96,15,146,210,1111,529,232,196,438,190
BARBOLE01,2,2007,Leandrinho,Barbosa,PHO,4,N,82,2421,1283,40,191,231,218,75,18,117,195,1022,472,213,175,423,164
BARKLCH01,0,1986,Charles,Barkley,PHI,2,N,68,2740,1564,390,604,994,331,119,104,322,252,937,557,564,429,104,21
BARKLCH01,0,1987,Charles,Barkley,PHI,3,N,80,3170,2264,385,566,951,254,100,103,304,278,1283,753,951,714,157,44
BARKLCH01,0,1988,Charles,Barkley,PHI,4,N,79,3088,2037,403,583,986,325,126,67,254,262,1208,700,799,602,162,35
BARNEMA01,0,1976,Marvin,Barnes,DET,2,N,53,989,510,69,184,253,45,38,33,0,139,452,202,156,106,0,0
BARNEMA01,0,1977,Marvin,Barnes,TOT,3,N,60,1646,686,135,304,439,136,64,83,136,241,661,279,182,128,0,0
BARNEMA01,0,1978,Marvin,Barnes,BOS,4,N,38,796,309,57,120,177,53,38,39,68,144,271,133,66,43,0,0
BARNEMA02,0,2005,Matt,Barnes,TOT,2,N,56,632,175,48,73,121,28,20,7,30,100,140,70,47,32,15,3
BARNEMA02,0,2006,Matt,Barnes,GSW,3,N,76,1815,746,91,259,350,156,73,41,105,188,628,275,123,90,290,106
BARNEMA02,0,2007,Matt,Barnes,GSW,4,N,73,1407,486,94,230,324,139,48,36,85,159,441,187,79,59,181,53
BARRMI01,2,1974,Mike,Barr,STL,2,A,54,1341,300,0,95,95,176,67,14,100,117,269,136,41,28,2,0
BARRMI01,2,1975,Mike,Barr,STL,3,A,56,1048,300,0,109,109,174,64,7,83,76,240,124,55,46,16,6
BARRMI01,2,1976,Mike,Barr,KCK,4,N,73,1224,285,33,97,130,175,52,18,0,96,279,122,57,41,0,0
BARRODA01,2,1991,Dana,Barros,SEA,2,N,75,1331,619,17,64,81,125,51,4,56,84,493,238,79,60,186,83
BARRODA01,2,1992,Dana,Barros,SEA,3,N,69,1243,541,18,89,107,151,63,3,58,78,474,214,59,49,169,64
BARRODA01,2,1993,Dana,Barros,PHI,4,N,81,2519,1075,28,168,196,424,107,5,167,96,878,412,145,116,354,135
BARRYBR01,2,1997,Brent,Barry,TOT,2,N,58,1600,631,29,142,171,153,64,27,104,118,506,213,134,115,229,90
BARRYBR01,2,1998,Brent,Barry,CHI,3,N,37,1181,412,39,105,144,116,42,11,72,98,356,141,101,78,172,52
BARRYBR01,2,1999,Brent,Barry,SEA,4,N,80,2726,945,50,322,372,291,103,31,142,228,707,327,157,127,399,164
BARRYJO01,2,1994,Jon,Barry,MIL,2,N,52,602,191,15,34,49,85,30,4,41,54,134,57,80,61,48,16
BARRYJO01,2,1995,Jon,Barry,GSW,3,N,68,712,257,17,46,63,85,33,11,42,51,185,91,37,31,93,44
BARRYJO01,2,1996,Jon,Barry,ATL,4,N,58,965,285,26,73,99,115,55,3,59,56,246,100,46,37,124,48
BASSBR01,0,2007,Brandon,Bass,DAL,2,N,79,1554,654,120,227,347,58,22,48,82,150,493,246,197,162,3,0
BASSBR01,0,2008,Brandon,Bass,DAL,3,N,81,1577,686,129,238,367,43,27,55,86,140,508,252,210,182,6,0
BassBr01,0,2009,Brandon,Bass,ORL,4,N,50,648,290,54,73,127,19,12,27,31,69,233,119,63,52,0,0
BASSETI01,0,1975,Tim,Bassett,NYN,2,A,84,1790,405,0,531,531,65,47,41,97,247,396,173,98,58,6,1
BASSETI01,0,1976,Tim,Bassett,NYN,3,N,76,2442,687,175,466,641,109,95,53,0,246,739,293,177,101,0,0
BASSETI01,0,1977,Tim,Bassett,NJN,4,N,65,1474,348,142,262,404,63,62,33,80,181,384,149,97,50,0,0
BATTISH01,0,2003,Shane,Battier,MEM,2,N,79,1947,669,102,201,303,101,101,58,56,187,543,242,164,120,186,65
BATTISH01,0,2004,Shane,Battier,MEM,3,N,80,2516,792,158,255,413,126,91,77,75,201,613,271,228,180,177,70
BATTISH01,0,2005,Shane,Battier,MEM,4,N,81,2843,818,164,265,429,136,92,114,90,223,621,303,208,147,165,65
BATTITO01,1,1999,Tony,Battie,BOS,2,N,82,1505,541,152,258,410,63,47,70,67,249,459,219,151,102,8,1
BATTITO01,1,2000,Tony,Battie,BOS,3,N,40,845,260,73,160,233,16,27,60,37,126,201,108,69,44,3,0
BATTITO01,1,2001,Tony,Battie,BOS,4,N,74,1820,510,184,297,481,35,60,67,51,219,390,211,130,88,2,0
BATTLJO01,2,1987,John,Battle,ATL,2,N,67,1227,713,26,87,113,158,31,5,75,84,613,278,188,141,41,16
BATTLJO01,2,1988,John,Battle,ATL,3,N,82,1672,779,30,110,140,197,42,9,104,125,628,287,238,194,34,11
BATTLJO01,2,1989,John,Battle,ATL,4,N,60,1477,654,27,72,99,154,28,3,89,115,544,275,135,102,13,2
BEHAGRO01,0,1975,Ron,Behagen,NOJ,2,N,66,1733,760,190,363,553,139,67,26,0,222,691,308,179,144,0,0
BEHAGRO01,0,1976,Ron,Behagen,NOJ,3,N,60,1170,516,144,287,431,83,41,19,0,166,509,213,126,90,0,0
BEHAGRO01,0,1977,Ron,Behagen,TOT,4,N,80,1735,871,201,312,513,101,62,31,174,263,804,346,247,179,0,0
BELLRA01,2,2002,Raja,Bell,DAL,2,N,75,1173,230,47,98,145,57,52,8,43,134,211,93,34,23,51,21
BELLRA01,2,2003,Raja,Bell,UTA,3,N,82,2020,915,60,181,241,107,63,13,111,261,805,329,248,195,166,62
BELLRA01,2,2004,Raja,Bell,UTA,4,N,63,1790,772,48,153,201,91,44,8,79,205,667,303,150,112,134,54
BENDEJO01,0,2001,Jonathan,Bender,IND,2,N,78,1646,581,64,180,244,62,19,49,96,147,460,198,181,140,125,45
BENDEJO01,0,2002,Jonathan,Bender,IND,3,N,46,819,303,42,91,133,42,8,56,42,86,254,112,84,60,53,19
BENDEJO01,0,2003,Jonathan,Bender,IND,4,N,21,271,148,9,31,40,9,5,11,33,23,106,50,47,39,22,9
BENJABE01,1,1987,Benoit,Benjamin,LAC,2,N,66,2171,860,112,418,530,172,50,225,223,203,693,340,255,180,8,0
BENJABE01,1,1988,Benoit,Benjamin,LAC,3,N,79,2585,1299,164,532,696,157,57,221,237,221,907,491,426,317,2,0
BENJABE01,1,1989,Benoit,Benjamin,LAC,4,N,71,2313,959,156,501,657,159,59,187,187,217,688,362,321,235,1,0
BENNEMA01,0,1997,Mario,Bennett,LAL,2,N,45,354,177,60,66,126,18,19,11,21,61,135,80,44,16,2,1
BENNEMA01,0,1998,Mario,Bennett,CHI,3,N,3,19,7,2,3,5,0,1,0,1,4,6,2,4,3,0,0
BENNEMA01,0,1999,Mario,Bennett,LAC,4,N,1,3,0,1,1,2,0,0,0,0,1,3,0,0,0,0,0
BENOIDA01,0,1993,David,Benoit,UTA,2,N,55,1070,358,89,171,260,23,23,37,37,115,361,139,88,68,59,12
BENOIDA01,0,1994,David,Benoit,UTA,3,N,71,1841,740,96,273,369,58,45,47,75,183,587,285,157,132,115,38
BENOIDA01,0,1995,David,Benoit,UTA,4,N,81,1961,661,90,293,383,82,43,49,71,166,581,255,112,87,192,64
BENSOKE01,1,1979,Kent,Benson,TOT,2,N,73,1891,698,126,327,453,178,73,92,157,246,618,299,141,99,5,1
BENSOKE01,1,1980,Kent,Benson,DET,3,N,59,1956,924,124,276,400,172,72,67,190,184,770,364,254,196,4,0
BENSOKE01,1,1981,Kent,Benson,DET,4,N,75,2467,940,219,434,653,159,66,98,160,214,802,405,158,127,11,3
BESTTR01,2,1997,Travis,Best,IND,2,N,82,1547,535,28,94,122,281,85,5,111,193,480,201,131,112,70,21
BESTTR01,2,1998,Travis,Best,IND,3,N,49,1043,346,19,61,80,169,42,4,62,111,305,127,83,70,59,22
BESTTR01,2,1999,Travis,Best,IND,4,N,82,1691,733,16,126,142,272,76,5,107,204,561,271,190,156,93,35
BIBBYHE01,2,1974,Henry,Bibby,TOT,2,N,75,1400,677,47,90,137,181,54,3,0,157,619,270,189,137,0,0
BIBBYHE01,2,1975,Henry,Bibby,NOJ,3,N,79,1772,732,58,121,179,225,62,3,0,165,622,266,251,200,0,0
BIBBYHE01,2,1976,Henry,Bibby,PHI,4,N,81,2639,825,86,187,273,356,108,5,0,200,702,302,282,221,0,0
BIBBYMI01,2,2000,Mike,Bibby,VAN,2,N,82,3190,1301,47,257,304,685,107,12,248,148,1157,525,188,143,285,108
BIBBYMI01,2,2001,Mike,Bibby,SAC,3,N,80,2656,1098,37,185,222,403,87,15,134,133,985,446,193,155,138,51
BIBBYMI01,2,2002,Mike,Bibby,SAC,4,N,55,1835,875,34,113,147,285,72,8,127,93,700,329,187,161,137,56
BIEDRAN01,0,2006,Andris,Biedrins,GSW,2,N,82,2378,783,251,511,762,88,67,136,119,304,581,348,167,87,0,0
BIEDRAN01,0,2007,Andris,Biedrins,GSW,3,N,76,2077,796,254,488,742,75,56,93,85,262,541,340,187,116,0,0
BIEDRAN01,0,2008,Andris,Biedrins,GSW,4,N,62,1863,735,223,470,693,121,63,96,110,236,533,308,216,119,1,0
BILLUCH01,2,1999,Chauncey,Billups,DEN,2,N,13,305,112,8,26,34,39,10,2,24,27,101,34,44,37,41,7
BILLUCH01,2,2000,Chauncey,Billups,MIN,3,N,77,1790,713,32,126,158,260,51,11,111,178,587,248,171,144,194,73
BILLUCH01,2,2001,Chauncey,Billups,MIN,4,N,82,2353,1027,35,191,226,450,66,17,138,169,823,348,234,207,315,124
BIRDLA01,0,1981,Larry,Bird,BOS,2,N,77,2923,1761,200,637,837,447,143,66,254,244,1414,711,380,328,52,11
BIRDLA01,0,1982,Larry,Bird,BOS,3,N,79,2982,1867,193,677,870,458,148,71,240,197,1481,747,418,351,77,22
BIRDLA01,0,1983,Larry,Bird,BOS,4,N,79,3028,1908,181,615,796,520,144,69,237,197,1542,758,421,374,73,18
